"sku","nombre","descripcion","precio1","precio2","precio3","precio4","precio5","cantidad2","cantidad3","cantidad4","cantidad5","unidad_medida","CATEGORIA","ACTIVO"
"1700","CONTENEDOR 9X9 DIV REYMA BIO POR PZ","-",2.00,2.00,2.00,2.00,"",1.00,1.00,1.00,"","PZ","CONTENEDORES DE UNICEL Y PLASTICO",1
"4140","CONTENEDOR 9X9 DIV REYMA BLANCO 50_PZ","-",137.00,129.00,129.00,129.00,"",4.00,4.00,4.00,"","PQ","CONTENEDORES DE UNICEL Y PLASTICO",1
"0294","CONTENEDOR 9X9 DIV REYMA BLANCO POR PZ","-",2.90,2.90,2.90,2.90,"",1.00,1.00,1.00,"","PZ","CONTENEDORES DE UNICEL Y PLASTICO",1
"4150","CONTENEDOR 9X9 LISO REYMA BIO 50_PZ","-",100.00,100.00,100.00,100.00,"",1.00,1.00,1.00,"","PQ","CONTENEDORES DE UNICEL Y PLASTICO",1
"1320","CONTENEDOR 9X9 LISO REYMA BIO POR PZ","-",2.00,2.00,2.00,2.00,"",1.00,1.00,1.00,"","PZ","CONTENEDORES DE UNICEL Y PLASTICO",1
"4138","CONTENEDOR 9X9 LISO REYMA BLANCO 50_PZ","-",137.00,129.00,129.00,129.00,"",4.00,4.00,4.00,"","PQ","CONTENEDORES DE UNICEL Y PLASTICO",1
"0297","CONTENEDOR 9X9 LISO REYMA BLANCO POR PZ","-",2.90,2.90,2.90,2.90,"",1.00,1.00,1.00,"","PZ","CONTENEDORES DE UNICEL Y PLASTICO",1
"4267","CONTENEDOR CUADRADO PET 16SD INIX 25_PZ","-",50.00,46.50,46.50,46.50,"",20.00,20.00,20.00,"","PQ","CONTENEDORES DE UNICEL Y PLASTICO",1
"4266","CONTENEDOR CUADRADO PET 32SD INIX 25_PZ","-",70.00,66.00,66.00,66.00,"",20.00,20.00,20.00,"","PQ","CONTENEDORES DE UNICEL Y PLASTICO",1
"4127","CONTENEDOR HAMBURGUESERO REYMA BIO 50_PZ","-",61.00,58.00,58.00,58.00,"",10.00,10.00,10.00,"","PQ","CONTENEDORES DE UNICEL Y PLASTICO",1
"1142","CONTENEDOR HAMBURGUESERO REYMA BIO POR PZ","-",1.30,1.30,1.30,1.30,"",1.00,1.00,1.00,"","PZ","CONTENEDORES DE UNICEL Y PLASTICO",1
"4125","CONTENEDOR HAMBURGUESERO REYMA BLANCO 50_PZ","-",50.00,47.00,47.00,47.00,"",10.00,10.00,10.00,"","PQ","CONTENEDORES DE UNICEL Y PLASTICO",1
"0273","CONTENEDOR HAMBURGUESERO REYMA BLANCO POR PZ","-",1.10,1.10,1.10,1.10,"",1.00,1.00,1.00,"","PZ","CONTENEDORES DE UNICEL Y PLASTICO",1
"4129","CONTENEDOR HOT DOG REYMA BLANCO 500_PZ","-",414.00,414.00,414.00,414.00,"",1.00,1.00,1.00,"","CJ","CONTENEDORES DE UNICEL Y PLASTICO",1
"0276","CONTENEDOR HOT DOG REYMA BLANCO POR PZ","-",1.00,1.00,1.00,1.00,"",1.00,1.00,1.00,"","PZ","CONTENEDORES DE UNICEL Y PLASTICO",1
"0192","CONTENEDOR P/ ROSCA PR2533 INIX","-",6.00,5.50,5.00,5.00,"",6.00,180.00,180.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"1930","CONTENEDOR REBANADA PASTEL RP33 INIX","-",3.50,2.90,2.90,2.90,"",250.00,250.00,250.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"5461","CONTENEDOR TERMICO PAPEL BLANCO N16 16_OZ BIO4U 25_PZ","-",49.50,45.50,45.50,45.50,"",40.00,40.00,40.00,"","PQ","VASOS DE PAPEL",1
"1376","CONTENEDOR TRANSPARENTE R10 C/TAPA REYMA","-",8.00,6.50,6.00,6.00,"",12.00,100.00,100.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"3881","CORAZONES LUCKY GUMMYS 1_KG","-",104.00,104.00,104.00,104.00,"",1.00,1.00,1.00,"","PQ","BOTANAS, DULCES Y FRITURAS",1
"3882","CORAZONES LUCKY GUMMYS GRANEL","-",118.00,118.00,118.00,118.00,"",1.00,1.00,1.00,"","KG","BOTANAS, DULCES Y FRITURAS",1
"2305","COSTAL DE YUTE (2DAM)","-",25.00,25.00,25.00,25.00,"",1.00,1.00,1.00,"","PZ","SEGUNDA MANO",1
"2562","CREMA DE AVELLANAS Y CACAO NUTELLA 350_GR","-",102.00,96.00,96.00,96.00,"",15.00,15.00,15.00,"","PZ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"2145","CREMA DE CACAHUATE CREMOSA ALADINO 340_GR","-",67.00,61.00,61.00,61.00,"",12.00,12.00,12.00,"","PZ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4378","CREMA DENTAL COLGATE MFP 160_ML","-",49.00,44.50,44.50,44.50,"",12.00,12.00,12.00,"","PZ","HIGIENE PERSONAL",1
"3913","CREMA DENTAL COLGATE MFP 90_ML","-",38.00,35.00,35.00,35.00,"",12.00,12.00,12.00,"","PZ","HIGIENE PERSONAL",1
"4860","CREMA DENTAL COLGATE TRIPLE ACCION 140_ML","-",38.00,35.00,35.00,35.00,"",12.00,12.00,12.00,"","PZ","HIGIENE PERSONAL",1
"0304","CREMA DENTAL COLGATE TRIPLE ACCION 75_ML","-",22.00,19.50,19.50,19.50,"",12.00,12.00,12.00,"","PZ","HIGIENE PERSONAL",1
"2567","CREMA PARA BATIR VEGETAL PURATOS VAINILLA AMBIANTE 1_LT","-",86.00,81.00,81.00,81.00,"",12.00,12.00,12.00,"","PZ","LACTEOS",1
"4515","CREMOLA DE PRIMERA 1_KG","-",252.00,252.00,252.00,252.00,"",1.00,1.00,1.00,"","PQ","MATERIAS PRIMAS",1
"0305","CREMOLA DE PRIMERA GRANEL","-",265.00,252.00,252.00,252.00,"",2.00,2.00,2.00,"","KG","MATERIAS PRIMAS",1
"2799","CUBIERTA DE PLASTICO RECTANGULAR PRIMO NO_12","-",23.00,19.00,19.00,19.00,"",10.00,10.00,10.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"2800","CUBIERTA DE PLASTICO RECTANGULAR PRIMO NO_14","-",31.00,27.50,27.50,27.50,"",10.00,10.00,10.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"2801","CUBIERTA DE PLASTICO RECTANGULAR PRIMO NO_20","-",42.00,38.00,38.00,38.00,"",10.00,10.00,10.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"2796","CUBIERTA DE PLASTICO REDONDA PRIMO NO_12","-",14.50,13.00,13.00,13.00,"",10.00,10.00,10.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"2797","CUBIERTA DE PLASTICO REDONDA PRIMO NO_14","-",22.50,20.50,20.50,20.50,"",10.00,10.00,10.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"2798","CUBIERTA DE PLASTICO REDONDA PRIMO NO_20","-",39.50,33.00,33.00,33.00,"",10.00,10.00,10.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"5470","CUCHARA CHICA CUC5 BIO4U 20_PZ","-",9.00,8.50,8.50,8.50,"",50.00,50.00,50.00,"","PQ","CUCHARAS, TENEDORES Y CUBIERTOS",1
"5465","CUCHARA CHICA CUC5 BIO4U 50_PZ","-",22.00,20.50,20.50,20.50,"",20.00,20.00,20.00,"","PQ","CUCHARAS, TENEDORES Y CUBIERTOS",1
"5549","CUCHARA EXTRA LARGA SONIC 100_PZ","-",53.00,49.50,49.50,49.50,"",10.00,10.00,10.00,"","PQ","CUCHARAS, TENEDORES Y CUBIERTOS",1
"3043","CUCHARA FRAPPE MONARK BIO 25_PZ","-",26.00,24.50,24.50,24.50,"",40.00,40.00,40.00,"","PQ","CUCHARAS, TENEDORES Y CUBIERTOS",1
"5466","CUCHARA GRANDE CUC7 BIO4U 50_PZ","-",32.00,30.00,30.00,30.00,"",20.00,20.00,20.00,"","PQ","CUCHARAS, TENEDORES Y CUBIERTOS",1
"2099","CUCHARA NEVERA COLORES 100_PZ CLASSY","-",12.00,11.00,11.00,11.00,"",30.00,30.00,30.00,"","PQ","CUCHARAS, TENEDORES Y CUBIERTOS",1
"2100","CUCHARA NEVERA COLORES 500_PZ CLASSY","-",57.00,52.00,52.00,52.00,"",6.00,6.00,6.00,"","PQ","CUCHARAS, TENEDORES Y CUBIERTOS",1
"1767","CUCHARA NEVERA DE MADERA 500_PZ APROX","-",45.00,42.00,42.00,42.00,"",25.00,25.00,25.00,"","PQ","CUCHARAS, TENEDORES Y CUBIERTOS",1
"5516","CUCHARA PARA 1 GRAMO","-",3.00,3.00,3.00,3.00,"",1.00,1.00,1.00,"","PZ","CUCHARAS, TENEDORES Y CUBIERTOS",1
"0306","CUCHARA PASTELERA BIOSANIX 50_PZ","-",9.00,7.50,7.50,7.50,"",60.00,60.00,60.00,"","PQ","CUCHARAS, TENEDORES Y CUBIERTOS",1
"3645","CUCHARA PASTELERA CLASSY 50_PZ","-",9.00,7.50,7.50,7.50,"",60.00,60.00,60.00,"","PQ","CUCHARAS, TENEDORES Y CUBIERTOS",1
"4492","CUCHARA SOPERA AYACUFT 25_PZ","-",9.00,7.50,7.50,7.50,"",40.00,40.00,40.00,"","PQ","CUCHARAS, TENEDORES Y CUBIERTOS",1
"0309","CUCHARA SOPERA BIOSANIX 25_PZ","-",9.00,8.00,8.00,8.00,"",40.00,40.00,40.00,"","PQ","CUCHARAS, TENEDORES Y CUBIERTOS",1
"3013","CUCHARA SOPERA CLASSY 25_PZ","-",11.00,10.00,10.00,10.00,"",40.00,40.00,40.00,"","PQ","CUCHARAS, TENEDORES Y CUBIERTOS",1
"4195","CUCHILLO MEDIANO BLANCO SONIC 25_PZ","-",8.00,7.00,7.00,7.00,"",40.00,40.00,40.00,"","PQ","CUCHARAS, TENEDORES Y CUBIERTOS",1
"5468","CUCHILLO MEDIANO CLL6 BIO4U 100_PZ","-",44.00,41.00,41.00,41.00,"",10.00,10.00,10.00,"","PQ","CUCHARAS, TENEDORES Y CUBIERTOS",1
"0316","CUCHILLO MEDIANO MONARK (K5) 25 PZ","-",16.00,14.50,14.50,14.50,"",40.00,40.00,40.00,"","PQ","CUCHARAS, TENEDORES Y CUBIERTOS",1
"5387","CURCUMA MOLIDA ESPECIERO 60_GR","-",24.00,22.00,22.00,22.00,"",6.00,6.00,6.00,"","PZ","ESPECIAS ENTERAS Y MOLIDAS",1
"4276","CURCUMA MOLIDA LA ALTEÑA 1_KG","-",130.00,130.00,130.00,130.00,"",1.00,1.00,1.00,"","PQ","ESPECIAS ENTERAS Y MOLIDAS",1
"4275","CURCUMA MOLIDA LA ALTEÑA GRANEL","-",150.00,150.00,150.00,150.00,"",1.00,1.00,1.00,"","KG","ESPECIAS ENTERAS Y MOLIDAS",1
"1657","CURRY EL CRIOLLO GRANEL","-",160.00,140.00,140.00,140.00,"",2.00,2.00,2.00,"","KG","ESPECIAS ENTERAS Y MOLIDAS",1
"4968","DATIL CON HUESO MEDJOL PRIMERA 5_KG","-",782.00,782.00,782.00,782.00,"",1.00,1.00,1.00,"","CJ","FRUTOS SECOS",1
"1769","DATIL CON HUESO MEDJOL PRIMERA GRANEL","-",177.00,177.00,177.00,177.00,"",1.00,1.00,1.00,"","KG","FRUTOS SECOS",1
"2020","DESINFECTANTE PARA VERDURAS ECODYN 15_ML","-",18.00,17.00,17.00,17.00,"",12.00,12.00,12.00,"","PZ","OTROS",1
"0534","DESINFECTANTE PARA VERDURAS MICRODYN 15_ML","-",28.00,25.50,25.50,25.50,"",12.00,12.00,12.00,"","PZ","OTROS",1
"4630","DETERGENTE LIQUIDO AXION BICARBONATO + LIMON 1.4_LT","-",62.00,58.00,58.00,58.00,"",6.00,6.00,6.00,"","PZ","DETERGENTES, JABONES Y SUAVIZANTES",1
"0332","DETERGENTE LIQUIDO AXION LIMON 400_ML","-",26.00,24.00,24.00,24.00,"",12.00,12.00,12.00,"","PZ","DETERGENTES, JABONES Y SUAVIZANTES",1
"0334","DETERGENTE LIQUIDO AXION LIMON 900_ML","-",55.00,51.00,51.00,51.00,"",12.00,12.00,12.00,"","PZ","DETERGENTES, JABONES Y SUAVIZANTES",1
"0328","DETERGENTE LIQUIDO SALVO LIMON 300_ML","-",21.00,19.00,19.00,19.00,"",12.00,12.00,12.00,"","PZ","DETERGENTES, JABONES Y SUAVIZANTES",1
"0331","DETERGENTE LIQUIDO SALVO LIMON 900_ML","-",73.00,68.00,68.00,68.00,"",12.00,12.00,12.00,"","PZ","DETERGENTES, JABONES Y SUAVIZANTES",1
"4484","DETERGENTE POLVO ACE LIMPIEZA INSTANTANEA 850_GR","-",47.00,44.00,44.00,44.00,"",10.00,10.00,10.00,"","PQ","DETERGENTES, JABONES Y SUAVIZANTES",1
"0321","DETERGENTE POLVO ARIEL REGULAR 850_GR","-",46.00,43.00,43.00,43.00,"",10.00,10.00,10.00,"","PQ","DETERGENTES, JABONES Y SUAVIZANTES",1
"0323","DETERGENTE POLVO BLANCA NIEVES 1_KG","-",47.00,44.00,44.00,44.00,"",10.00,10.00,10.00,"","PQ","DETERGENTES, JABONES Y SUAVIZANTES",1
"4940","DETERGENTE POLVO BOLD-3 CARIÑITOS DE MAMA 850_GR","-",35.00,32.50,32.50,32.50,"",18.00,18.00,18.00,"","PQ","DETERGENTES, JABONES Y SUAVIZANTES",1
"0026","DETERGENTE POLVO ESPUMIL EXPLOSION DE FLORES 1_KG","-",41.00,38.00,38.00,38.00,"",10.00,10.00,10.00,"","PQ","DETERGENTES, JABONES Y SUAVIZANTES",1
"0326","DETERGENTE POLVO FOCA 1_KG","-",47.00,43.50,43.50,43.50,"",10.00,10.00,10.00,"","PQ","DETERGENTES, JABONES Y SUAVIZANTES",1
"0335","DETERGENTE POLVO MAESTRO LIMPIO MULTIUSOS 1_KG","-",39.00,36.00,36.00,36.00,"",12.00,12.00,12.00,"","PQ","DETERGENTES, JABONES Y SUAVIZANTES",1
"0337","DETERGENTE POLVO ROMA 1_KG","-",46.00,43.00,43.00,43.00,"",10.00,10.00,10.00,"","PQ","DETERGENTES, JABONES Y SUAVIZANTES",1
"5091","DETERGENTE POLVO SALVO TRIPLE PODER MULTIUSOS 900+100_GR","-",46.00,43.50,43.50,43.50,"",10.00,10.00,10.00,"","PZ","DETERGENTES, JABONES Y SUAVIZANTES",1
"2285","DOMO ALTO 25_CM C25A P/ PBR25 INIX","-",8.50,8.00,7.50,7.50,"",6.00,50.00,50.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"2286","DOMO ALTO 28_CM C28A P/ PBR28 INIX","-",9.50,8.50,8.00,8.00,"",6.00,50.00,50.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"2287","DOMO ALTO 33_CM C33A P/ PBR33 INIX","-",13.00,12.00,11.00,11.00,"",6.00,50.00,50.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"0341","DOMO C/BASE 1/2 PLANCHA 45X33 C1914-525 INIX","-",59.00,52.00,52.00,52.00,"",25.00,25.00,25.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"1112","DOMO C/BASE 1/4 PLANCHA 35X25 P3525-10N INIX","-",33.00,28.20,28.20,28.20,"",50.00,50.00,50.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"1554","DOMO C/BASE BARRA R540 REYMA","-",19.00,16.50,16.00,16.00,"",6.00,50.00,50.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"2952","DOMO C/BASE C105-45BFL PET","-",8.00,8.00,8.00,8.00,"",1.00,1.00,1.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"3141","DOMO C/BASE PARA PAY BD1268","-",18.00,16.00,15.50,15.50,"",6.00,100.00,100.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"3358","DOMO C/BASE PASTEL BARRA C4411-BDP INIX","-",22.50,20.00,19.00,19.00,"",6.00,100.00,100.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"1839","DOMO C/BASE PASTEL NO_10 ALTO WOW","-",17.50,16.00,14.00,14.00,"",6.00,50.00,50.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"1840","DOMO C/BASE PASTEL NO_12 ALTO WOW","-",24.00,22.50,20.50,20.50,"",6.00,50.00,50.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"1838","DOMO C/BASE PASTEL NO_6 ALTO WOW","-",7.50,6.00,5.00,5.00,"",6.00,100.00,100.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"1836","DOMO C/BASE PASTEL NO_8 ALTO WOW","-",12.50,11.00,10.50,10.50,"",6.00,50.00,50.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"1837","DOMO C/BASE PASTEL NO_9 ALTO WOW","-",15.50,14.50,13.00,13.00,"",6.00,50.00,50.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"5080","DOMO C/BASE PASTEL OW10-525BFL INIX","-",28.50,26.50,25.50,25.50,"",5.00,100.00,100.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"5081","DOMO C/BASE PASTEL OW11-4BFL-PET INIX","-",24.50,23.00,22.00,22.00,"",5.00,100.00,100.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"2825","DOMO C/BASE PASTEL P20AN INIX","-",10.00,9.00,8.50,8.50,"",6.00,100.00,100.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"1946","DOMO C/BASE PASTEL P32AN INIX","-",15.00,15.00,15.00,15.00,"",1.00,1.00,1.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"2824","DOMO C/BASE PASTEL PEQUEÑO C15N INIX","-",7.00,6.50,6.00,6.00,"",6.00,100.00,100.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"5483","DOMO D40-10 PARA CHAROLA CH40N INIX","-",16.00,15.00,14.50,14.50,"",6.00,25.00,25.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"3020","DOMO PLAST AD-1122 P/ MOLDE AL-1122-IC","-",6.00,4.50,4.30,4.30,"",12.00,250.00,250.00,"","PZ","MOLDES Y CHAROLAS DE ALUMINIO",1
"3022","DOMO PLAST AD-1310-300 P/ MOLDE AL-1310 INIX","-",2.50,1.00,0.80,0.80,"",12.00,300.00,300.00,"","PZ","MOLDES Y CHAROLAS DE ALUMINIO",1
"3143","DOMO PLAST AD-20A-300 P/ MOLDE AL-20C","-",6.50,5.00,4.50,4.50,"",12.00,300.00,300.00,"","PZ","MOLDES Y CHAROLAS DE ALUMINIO",1
"3017","DOMO PLAST AD-21-250 P/ MOLDE AL-21","-",4.50,3.50,3.00,3.00,"",12.00,250.00,250.00,"","PZ","MOLDES Y CHAROLAS DE ALUMINIO",1
"3953","DULCE COMPRIMIDO CORAZON PERFUMADO LA GIRALDA 1_KG","-",123.00,123.00,123.00,123.00,"",1.00,1.00,1.00,"","PQ","BOTANAS, DULCES Y FRITURAS",1
"3954","DULCE COMPRIMIDO CORAZON PERFUMADO LA GIRALDA GRANEL","-",144.00,144.00,144.00,144.00,"",1.00,1.00,1.00,"","KG","BOTANAS, DULCES Y FRITURAS",1
"3861","DULCE COMPRIMIDO CORAZON ROJO 1_KG","-",154.00,154.00,154.00,154.00,"",1.00,1.00,1.00,"","PQ","BOTANAS, DULCES Y FRITURAS",1
"3592","DULCE COMPRIMIDO CORAZON ROJO GRANEL","-",177.00,177.00,177.00,177.00,"",1.00,1.00,1.00,"","KG","BOTANAS, DULCES Y FRITURAS",1
"3862","DULCE COMPRIMIDO CORAZON SURTIDO 1_KG","-",154.00,154.00,154.00,154.00,"",1.00,1.00,1.00,"","PQ","BOTANAS, DULCES Y FRITURAS",1
"3593","DULCE COMPRIMIDO CORAZON SURTIDO GRANEL","-",177.00,177.00,177.00,177.00,"",1.00,1.00,1.00,"","KG","BOTANAS, DULCES Y FRITURAS",1
"4888","DULCE DE MANI MOLIDO DELICIAS CUBANAS","-",13.00,12.00,12.00,12.00,"",12.00,12.00,12.00,"","PZ","BOTANAS, DULCES Y FRITURAS",1
"3864","DULCE DE PERA ANIS LA GIRALDA 1_KG","-",120.00,120.00,120.00,120.00,"",1.00,1.00,1.00,"","PQ","BOTANAS, DULCES Y FRITURAS",1
"1652","DULCE DE PERA ANIS LA GIRALDA GRANEL","-",140.00,140.00,140.00,140.00,"",1.00,1.00,1.00,"","KG","BOTANAS, DULCES Y FRITURAS",1
"3865","DULCE DE PERA HIERBABUENA LA GIRALDA 1_KG","-",120.00,120.00,120.00,120.00,"",1.00,1.00,1.00,"","PQ","BOTANAS, DULCES Y FRITURAS",1
"1649","DULCE DE PERA HIERBABUENA LA GIRALDA GRANEL","-",140.00,140.00,140.00,140.00,"",1.00,1.00,1.00,"","KG","BOTANAS, DULCES Y FRITURAS",1
"3866","DULCE DE PERA MENTA LA GIRALDA 1_KG","-",120.00,120.00,120.00,120.00,"",1.00,1.00,1.00,"","PQ","BOTANAS, DULCES Y FRITURAS",1
"1833","DULCE DE PERA MENTA LA GIRALDA GRANEL","-",140.00,140.00,140.00,140.00,"",1.00,1.00,1.00,"","KG","BOTANAS, DULCES Y FRITURAS",1
"5455","DURAZNOS EN TROCITOS CLEMENTE 425_GR","-",39.00,36.50,36.50,36.50,"",12.00,12.00,12.00,"","PZ","CONSERVAS Y ENLATADOS",1
"1253","DURAZNOS MITADES DON AGUSTIN 820_GR","-",49.00,44.00,44.00,44.00,"",12.00,12.00,12.00,"","PZ","CONSERVAS Y ENLATADOS",1
"5486","DURAZNOS MITADES VALLE FRESCO 820_GR","-",44.00,41.50,41.50,41.50,"",12.00,12.00,12.00,"","PZ","CONSERVAS Y ENLATADOS",1
"2089","ELOTE EN GRANO DORADO CLEMENTE JAQUES 220_GR","-",16.00,14.50,14.50,14.50,"",24.00,24.00,24.00,"","PZ","CONSERVAS Y ENLATADOS",1
"5205","EMPANIZADOR DE HOJUELA MAIZ SPICE KING 8_KG","-",634.00,634.00,634.00,634.00,"",1.00,1.00,1.00,"","CJ","MATERIAS PRIMAS",1
"5204","EMPANIZADOR DE HOJUELA MAIZ SPICE KING GRANEL","-",96.00,92.00,92.00,92.00,"",5.00,5.00,5.00,"","KG","MATERIAS PRIMAS",1
"3990","EMPLAYE STRETCH 18 PULG C80 REYMA 1300 PIES POR PZ","-",294.00,282.00,282.00,282.00,"",4.00,4.00,4.00,"","PZ","ADHERIBLES",1
"1639","ENCENDEDOR ANTORCHA P/ESTUFA","-",39.00,36.00,36.00,36.00,"",12.00,12.00,12.00,"","PZ","JARCIERIA",1
"5614","ENERGY MIX FRESHYS 840_GR + 20%","-",195.00,190.00,190.00,190.00,"",10.00,10.00,10.00,"","PQ","BOTANAS, DULCES Y FRITURAS",1
"5615","ENERGY MIX FRESHYS GRANEL","-",220.00,220.00,220.00,220.00,"",1.00,1.00,1.00,"","KG","BOTANAS, DULCES Y FRITURAS",1
"4574","ENSALADA DE VERDURAS CLEMENTE JAQUES 420_GR","-",21.00,19.50,19.50,19.50,"",24.00,24.00,24.00,"","PZ","CONSERVAS Y ENLATADOS",1
"0279","ENVASE PLASTICO 1_LT REYMA 25_PZ","-",70.00,65.00,65.00,65.00,"",20.00,20.00,20.00,"","PQ","CONTENEDORES DE UNICEL Y PLASTICO",1
"2425","ENVASE PLASTICO 240_ML (8_OZ) 8PP INIX 25_PZ","-",43.00,40.00,40.00,40.00,"",20.00,20.00,20.00,"","PQ","CONTENEDORES DE UNICEL Y PLASTICO",1
"0281","ENVASE PLASTICO 250_ML REYMA 25_PZ","-",38.00,36.50,36.50,36.50,"",20.00,20.00,20.00,"","PQ","CONTENEDORES DE UNICEL Y PLASTICO",1
"2424","ENVASE PLASTICO 480_ML (16_OZ) 16PP INIX 25_PZ","-",43.00,40.00,40.00,40.00,"",20.00,20.00,20.00,"","PQ","CONTENEDORES DE UNICEL Y PLASTICO",1
"0280","ENVASE PLASTICO 500_ML REYMA 25_PZ","-",50.00,46.00,46.00,46.00,"",20.00,20.00,20.00,"","PQ","CONTENEDORES DE UNICEL Y PLASTICO",1
"2426","ENVASE PLASTICO 960_ML (32_OZ) INIX 32PP 25_PZ","-",57.00,54.00,54.00,54.00,"",20.00,20.00,20.00,"","PQ","CONTENEDORES DE UNICEL Y PLASTICO",1
"0351","ENVASE TERMICO NO_704 CONVERMEX 25_PZ","-",16.00,15.50,15.50,15.50,"",40.00,40.00,40.00,"","PQ","VASOS TERMICOS",1
"0352","ENVASE TERMICO NO_716 CONVERMEX 25_PZ","-",29.00,28.00,28.00,28.00,"",20.00,20.00,20.00,"","PQ","VASOS TERMICOS",1
"0353","ENVASE TERMICO NO_732 CONVERMEX 15_PZ","-",28.00,27.00,27.00,27.00,"",20.00,20.00,20.00,"","PQ","VASOS TERMICOS",1
"0354","ENVASE TERMICO NO_760 CONVERMEX 10_PZ","-",49.00,46.00,46.00,46.00,"",30.00,30.00,30.00,"","PQ","VASOS TERMICOS",1
"1029","ESCOBA ABANICO MAXI IDEAL","-",49.00,46.00,46.00,46.00,"",12.00,12.00,12.00,"","PZ","JARCIERIA",1
"2213","ESCOBA CEPILLO MARAVILLA","-",36.00,32.50,32.50,32.50,"",12.00,12.00,12.00,"","PZ","JARCIERIA",1
"1034","ESCOBA CEPILLO MAXILIM","-",37.00,33.50,33.50,33.50,"",12.00,12.00,12.00,"","PZ","JARCIERIA",1
"1033","ESCOBA CEPILLO VENECIA GOLDEN ORIGINAL","-",74.00,71.00,71.00,71.00,"",12.00,12.00,12.00,"","PZ","JARCIERIA",1
"1615","ESCOBA CEPILLO VENECIA ORIGINAL","-",74.00,71.00,71.00,71.00,"",12.00,12.00,12.00,"","PZ","JARCIERIA",1
"1042","ESCOBA ITALIANA ITALMAX","-",45.00,41.50,41.50,41.50,"",12.00,12.00,12.00,"","PZ","JARCIERIA",1
"0749","ESENCIA VAINILLA SAYES 120_ML","-",10.00,9.00,9.00,9.00,"",50.00,50.00,50.00,"","PZ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"0748","ESENCIA VAINILLA SAYES 1_LT","-",36.00,33.50,33.50,33.50,"",12.00,12.00,12.00,"","PZ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"0750","ESENCIA VAINILLA SAYES 4_LT","-",123.00,116.00,116.00,116.00,"",4.00,4.00,4.00,"","PZ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"0751","ESENCIA VAINILLA SAYES 500_ML","-",25.00,23.30,23.30,23.30,"",20.00,20.00,20.00,"","PZ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"1052","ESTROPAJO ROYAL","-",19.00,17.00,17.00,17.00,"",12.00,12.00,12.00,"","PZ","JARCIERIA",1
"1053","ESTROPAJO SALUK","-",15.00,14.00,14.00,14.00,"",12.00,12.00,12.00,"","PZ","JARCIERIA",1
"5459","FAJILLA PARA VASOS CHICA F1 BIO4U 50_PZ","-",40.00,37.00,37.00,37.00,"",20.00,20.00,20.00,"","PQ","VASOS DE PAPEL",1
"5460","FAJILLA PARA VASOS GRANDE F2 BIO4U 50_PZ","-",43.50,40.00,40.00,40.00,"",20.00,20.00,20.00,"","PQ","VASOS DE PAPEL",1
"4463","FECULA DE MAIZ IMSA 25_KG","-",748.00,748.00,748.00,748.00,"",1.00,1.00,1.00,"","BT","HARINAS Y FECULAS",1
"3578","FECULA DE MAIZ IMSA GRANEL","-",34.00,34.00,34.00,34.00,"",1.00,1.00,1.00,"","KG","HARINAS Y FECULAS",1
"1055","FIBRA ALAMBRE BRIOSA GRANDE","-",13.00,11.50,11.50,11.50,"",12.00,12.00,12.00,"","PZ","JARCIERIA",1
