"sku","nombre","descripcion","precio1","precio2","precio3","precio4","precio5","cantidad2","cantidad3","cantidad4","cantidad5","unidad_medida","CATEGORIA","ACTIVO"
"5380","ABLANDADOR DE CARNE ESPECIERO 120_GR","-",24.00,22.00,22.00,22.00,"",6.00,6.00,6.00,"","PZ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4109","ABLANDADOR DE CARNE KOCI 1_KG","-",68.00,68.00,68.00,68.00,"",1.00,1.00,1.00,"","PQ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"1516","ABLANDADOR DE CARNE KOCI GRANEL","-",80.00,80.00,80.00,80.00,"",1.00,1.00,1.00,"","KG","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"5637","ACEITE AVE 400_ML","-",23.00,22.00,22.00,22.00,"",12.00,12.00,12.00,"","PZ","ACEITES Y MANTECAS",1
"5269","ACEITE AVE 800_ML","-",36.00,34.50,34.50,34.50,"",12.00,12.00,12.00,"","PZ","ACEITES Y MANTECAS",1
"5057","ACEITE AVE ACTION FRY 10_LT","-",414.00,414.00,414.00,414.00,"",1.00,1.00,1.00,"","PZ","ACEITES Y MANTECAS",1
"5065","ACEITE AVE ACTION FRY 3_LT","-",144.00,138.00,138.00,138.00,"",4.00,4.00,4.00,"","PZ","ACEITES Y MANTECAS",1
"0001","ACEITE CANOIL 946_ML","-",45.00,42.00,42.00,42.00,"",12.00,12.00,12.00,"","PZ","ACEITES Y MANTECAS",1
"5134","ACEITE DE OLIVA DEOLEO 1_LT","-",157.00,145.00,145.00,145.00,"",12.00,12.00,12.00,"","PZ","ACEITES Y MANTECAS",1
"5528","ACEITE DE OLIVA DEOLEO 2_LT","-",267.00,248.00,248.00,248.00,"",8.00,8.00,8.00,"","PZ","ACEITES Y MANTECAS",1
"5529","ACEITE DE OLIVA DEOLEO 500 ML","-",92.00,85.00,85.00,85.00,"",12.00,12.00,12.00,"","PZ","ACEITES Y MANTECAS",1
"5302","ACEITE DE OLIVA EXTRA VIRGEN MULTICHEF 5_LT","-",656.00,656.00,656.00,656.00,"",1.00,1.00,1.00,"","PZ","ACEITES Y MANTECAS",1
"2124","ACEITE DE OLIVA EXTRA VIRGEN OLI 250_ML","-",107.00,98.00,98.00,98.00,"",12.00,12.00,12.00,"","PZ","ACEITES Y MANTECAS",1
"2125","ACEITE DE OLIVA EXTRA VIRGEN OLI 500_ML","-",208.00,192.00,192.00,192.00,"",12.00,12.00,12.00,"","PZ","ACEITES Y MANTECAS",1
"5298","ACEITE DE OLIVA MULTICHEF 5_LT","-",473.00,473.00,473.00,473.00,"",1.00,1.00,1.00,"","PZ","ACEITES Y MANTECAS",1
"5056","ACEITE DE SOYA NUTRIOLI 1.18_LT","-",64.00,61.00,61.00,61.00,"",12.00,12.00,12.00,"","PZ","ACEITES Y MANTECAS",1
"3203","ACEITE DE SOYA NUTRIOLI 800_ML","-",44.00,42.00,42.00,42.00,"",12.00,12.00,12.00,"","PZ","ACEITES Y MANTECAS",1
"5451","ACEITE DE SOYA NUTRIOLI ANTIGOTEO 700_ML","-",48.00,46.00,46.00,46.00,"",12.00,12.00,12.00,"","PZ","ACEITES Y MANTECAS",1
"0002","ACEITE EL FARO 900_ML","-",38.00,36.50,36.50,36.50,"",12.00,12.00,12.00,"","PZ","ACEITES Y MANTECAS",1
"5454","ACEITE GRAN TRADICION 3.69_LT","-",146.00,146.00,146.00,146.00,"",1.00,1.00,1.00,"","PZ","ACEITES Y MANTECAS",1
"5197","ACEITE GRAN TRADICION 800_ML","-",34.00,32.50,32.50,32.50,"",12.00,12.00,12.00,"","PZ","ACEITES Y MANTECAS",1
"5231","ACEITE HYSA 800_ML","-",35.00,33.00,33.00,33.00,"",12.00,12.00,12.00,"","PZ","ACEITES Y MANTECAS",1
"1105","ACEITE MIXTO SAN SEBASTIAN 40_ML POR PZ","-",7.00,6.00,6.00,6.00,"",12.00,12.00,12.00,"","PZ","ACEITES Y MANTECAS",1
"2870","ACEITE NEGRITA 800_ML","-",34.00,33.00,33.00,33.00,"",12.00,12.00,12.00,"","PZ","ACEITES Y MANTECAS",1
"0008","ACEITE PATRONA MAIZ 1_LT","-",47.00,43.50,43.50,43.50,"",12.00,12.00,12.00,"","PZ","ACEITES Y MANTECAS",1
"0004","ACEITE PATRONA MIXTO 1.5_LT","-",67.00,63.00,63.00,63.00,"",8.00,8.00,8.00,"","PZ","ACEITES Y MANTECAS",1
"0003","ACEITE PATRONA MIXTO 1_LT","-",45.00,42.00,42.00,42.00,"",12.00,12.00,12.00,"","PZ","ACEITES Y MANTECAS",1
"0009","ACEITE PATRONA MIXTO 20_LT","-",780.00,780.00,780.00,780.00,"",1.00,1.00,1.00,"","PZ","ACEITES Y MANTECAS",1
"0005","ACEITE PATRONA MIXTO 5_LT","-",217.00,204.00,204.00,204.00,"",2.00,2.00,2.00,"","PZ","ACEITES Y MANTECAS",1
"0010","ACEITE PATRONA SOYA 20_LT","-",780.00,780.00,780.00,780.00,"",1.00,1.00,1.00,"","PZ","ACEITES Y MANTECAS",1
"5555","ACEITE REAL DEL TRIUNFO 800_ML","-",32.00,30.50,30.50,30.50,"",12.00,12.00,12.00,"","PZ","ACEITES Y MANTECAS",1
"0012","ACEITE SOYAPLUS 946_ML","-",45.00,42.00,42.00,42.00,"",12.00,12.00,12.00,"","PZ","ACEITES Y MANTECAS",1
"4461","ACEITUNA CON HUESO VERMEX 120_GR","-",26.00,24.00,24.00,24.00,"",24.00,24.00,24.00,"","PZ","ACEITUNAS Y ALCAPARRAS",1
"0013","ACEITUNA CON HUESO VERMEX 70_GR","-",16.00,14.50,14.50,14.50,"",48.00,48.00,48.00,"","PZ","ACEITUNAS Y ALCAPARRAS",1
"0016","ACEITUNA EN RODAJAS VERMEX 120_GR","-",33.00,30.50,30.50,30.50,"",24.00,24.00,24.00,"","PZ","ACEITUNAS Y ALCAPARRAS",1
"0018","ACEITUNA SIN HUESO VERMEX 120_GR","-",29.00,26.50,26.50,26.50,"",24.00,24.00,24.00,"","PZ","ACEITUNAS Y ALCAPARRAS",1
"2281","ACEITUNA SIN HUESO VERMEX 240_GR","-",46.00,42.50,42.50,42.50,"",24.00,24.00,24.00,"","PZ","ACEITUNAS Y ALCAPARRAS",1
"5356","ACHIOTE MOLIDO MOY 1_KG","-",110.00,110.00,110.00,110.00,"",1.00,1.00,1.00,"","PQ","CHILES ENTEROS, PREPARADOS Y MOLIDOS",1
"5357","ACHIOTE MOLIDO MOY GRANEL","-",125.00,125.00,125.00,125.00,"",1.00,1.00,1.00,"","KG","CHILES ENTEROS, PREPARADOS Y MOLIDOS",1
"4413","ACIDO CITRICO ANHIDRO DIQUIBIA GRANEL","-",42.00,40.00,40.00,40.00,"",5.00,5.00,5.00,"","KG","MATERIAS PRIMAS",1
"0020","ADOBO ACHIOTE PASTA ANITA 110_GR","-",15.00,14.00,14.00,14.00,"",50.00,50.00,50.00,"","PZ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"0019","ADOBO ACHIOTE PASTA ANITA 1_KG","-",91.00,86.00,86.00,86.00,"",12.00,12.00,12.00,"","PZ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4751","ADOBO PARA CARNE ENCHILADA MCX","-",120.00,115.00,115.00,115.00,"",5.00,5.00,5.00,"","KG","CHILES ENTEROS, PREPARADOS Y MOLIDOS",1
"3979","AGITADOR BLANCO HERMI 15_CM","-",78.00,75.00,75.00,75.00,"",10.00,10.00,10.00,"","KG","POPOTES Y AGITADORES",1
"4295","AGITADOR DE MADERA 190_PZ APROX 19_CM","-",55.00,55.00,55.00,55.00,"",1.00,1.00,1.00,"","PQ","POPOTES Y AGITADORES",1
"4294","AGITADOR DE MADERA 760_PZ APROX 19_CM","-",220.00,220.00,220.00,220.00,"",1.00,1.00,1.00,"","PQ","POPOTES Y AGITADORES",1
"1972","AJO ENTERO CABEZA","-",65.00,62.00,62.00,62.00,"",5.00,5.00,5.00,"","KG","FRUTAS Y VERDURAS",1
"5630","AJO ENTERO CABEZA EN MALLA","-",64.00,64.00,64.00,64.00,"",1.00,1.00,1.00,"","KG","FRUTAS Y VERDURAS",1
"2559","AJO ENTERO DIENTE","-",65.00,62.00,62.00,62.00,"",5.00,5.00,5.00,"","KG","FRUTAS Y VERDURAS",1
"5626","AJO GRANULADO LA ALTEÑA ESPECIERO 500_GR","-",84.00,78.00,78.00,78.00,"",12.00,12.00,12.00,"","PZ","ESPECIAS ENTERAS Y MOLIDAS",1
"4310","AJO MOLIDO EL CRIOLLO 1_KG","-",99.00,94.00,94.00,94.00,"",10.00,10.00,10.00,"","PQ","ESPECIAS ENTERAS Y MOLIDAS",1
"5531","AJO MOLIDO ESPECIERO 50_GR","-",21.00,19.00,19.00,19.00,"",6.00,6.00,6.00,"","PZ","ESPECIAS ENTERAS Y MOLIDAS",1
"5360","AJO MOLIDO MOY 1_KG","-",105.00,96.00,96.00,96.00,"",10.00,10.00,10.00,"","PQ","ESPECIAS ENTERAS Y MOLIDAS",1
"5361","AJO MOLIDO MOY GRANEL","-",123.00,123.00,123.00,123.00,"",1.00,1.00,1.00,"","KG","ESPECIAS ENTERAS Y MOLIDAS",1
"4511","AJONJOLI BLANCO 25_KG","-",1782.00,1782.00,1782.00,1782.00,"",1.00,1.00,1.00,"","BT","SEMILLAS ENTERAS Y PROCESADAS",1
"1521","AJONJOLI BLANCO GRANEL","-",80.00,78.00,78.00,78.00,"",5.00,5.00,5.00,"","KG","SEMILLAS ENTERAS Y PROCESADAS",1
"3834","AJONJOLI CARAMELIZADO FRIDUKYS 1_KG","-",72.00,70.00,70.00,70.00,"",10.00,10.00,10.00,"","PQ","BOTANAS, DULCES Y FRITURAS",1
"3035","AJONJOLI CARAMELIZADO FRIDUKYS GRANEL","-",76.00,76.00,76.00,76.00,"",1.00,1.00,1.00,"","KG","BOTANAS, DULCES Y FRITURAS",1
"4512","AJONJOLI MORENO 25_KG","-",1322.00,1322.00,1322.00,1322.00,"",1.00,1.00,1.00,"","BT","SEMILLAS ENTERAS Y PROCESADAS",1
"0825","AJONJOLI MORENO GRANEL","-",58.00,55.00,55.00,55.00,"",5.00,5.00,5.00,"","KG","SEMILLAS ENTERAS Y PROCESADAS",1
"5226","AJONJOLI NEGRO 25_KG","-",2186.00,2186.00,2186.00,2186.00,"",1.00,1.00,1.00,"","BT","SEMILLAS ENTERAS Y PROCESADAS",1
"2591","AJONJOLI NEGRO GRANEL","-",97.00,93.00,93.00,93.00,"",5.00,5.00,5.00,"","KG","SEMILLAS ENTERAS Y PROCESADAS",1
"5588","ALBAHACA ENTERA DESHIDRATADA 1_KG","-",94.00,94.00,94.00,94.00,"",1.00,1.00,1.00,"","PQ","ESPECIAS ENTERAS Y MOLIDAS",1
"5590","ALBAHACA ENTERA DESHIDRATADA ESPECIERO 25_GR","-",18.00,16.00,16.00,16.00,"",12.00,12.00,12.00,"","PZ","ESPECIAS ENTERAS Y MOLIDAS",1
"5589","ALBAHACA ENTERA DESHIDRATADA GRANEL","-",160.00,160.00,160.00,160.00,"",1.00,1.00,1.00,"","KG","ESPECIAS ENTERAS Y MOLIDAS",1
"0021","ALCAPARRAS VERMEX 120_GR","-",37.00,34.00,34.00,34.00,"",24.00,24.00,24.00,"","PZ","ACEITUNAS Y ALCAPARRAS",1
"0022","ALCAPARRAS VERMEX 75_GR","-",22.00,20.00,20.00,20.00,"",48.00,48.00,48.00,"","PZ","ACEITUNAS Y ALCAPARRAS",1
"3628","ALIMENTO GATO CHAPETES AZUL","-",43.00,39.50,39.50,39.50,"",15.00,15.00,15.00,"","KG","ALIMENTOS PARA ANIMALES",1
"0412","ALIMENTO GATO GANADOR MININO","-",56.00,51.00,51.00,51.00,"",15.00,15.00,15.00,"","KG","ALIMENTOS PARA ANIMALES",1
"1690","ALIMENTO GATO LUKAT","-",42.00,38.50,38.50,38.50,"",15.00,15.00,15.00,"","KG","ALIMENTOS PARA ANIMALES",1
"2822","ALIMENTO GATO NUTRESCAT ORIGINAL","-",43.00,40.00,40.00,40.00,"",15.00,15.00,15.00,"","KG","ALIMENTOS PARA ANIMALES",1
"1960","ALIMENTO GATO WHISKAS TRADICIONAL","-",54.00,50.00,50.00,50.00,"",20.00,20.00,20.00,"","KG","ALIMENTOS PARA ANIMALES",1
"3629","ALIMENTO PERRO ADULTO CHAPETES AMARILLO","-",22.00,20.00,20.00,20.00,"",25.00,25.00,25.00,"","KG","ALIMENTOS PARA ANIMALES",1
"5616","ALIMENTO PERRO ADULTO GOOD GEORGE","-",37.00,33.50,33.50,33.50,"",20.00,20.00,20.00,"","KG","ALIMENTOS PARA ANIMALES",1
"1691","ALIMENTO PERRO ADULTO MEGACAN","-",25.00,23.00,23.00,23.00,"",25.00,25.00,25.00,"","KG","ALIMENTOS PARA ANIMALES",1
"1693","ALIMENTO PERRO ADULTO PERRON","-",23.00,23.00,23.00,23.00,"",1.00,1.00,1.00,"","KG","ALIMENTOS PARA ANIMALES",1
"4103","ALIMENTO PERRO ADULTO PERRON PREMIUM","-",39.00,36.00,36.00,36.00,"",25.00,25.00,25.00,"","KG","ALIMENTOS PARA ANIMALES",1
"2867","ALIMENTO PERRO ADULTO RAZAS PEQUEÑAS PERRON","-",44.00,40.50,40.50,40.50,"",20.00,20.00,20.00,"","KG","ALIMENTOS PARA ANIMALES",1
"3630","ALIMENTO PERRO CACHORRO PERRON","-",40.00,36.50,36.50,36.50,"",20.00,20.00,20.00,"","KG","ALIMENTOS PARA ANIMALES",1
"3850","ALMENDRA CONFITADA LATINOS 1_KG","-",107.00,107.00,107.00,107.00,"",1.00,1.00,1.00,"","PQ","BOTANAS, DULCES Y FRITURAS",1
"4525","ALMENDRA CONFITADA LATINOS 7_KG","-",706.00,706.00,706.00,706.00,"",1.00,1.00,1.00,"","CJ","BOTANAS, DULCES Y FRITURAS",1
"0834","ALMENDRA CONFITADA LATINOS GRANEL","-",120.00,120.00,120.00,120.00,"",1.00,1.00,1.00,"","KG","BOTANAS, DULCES Y FRITURAS",1
"4720","ALMENDRA CONFITADA NUTRICONFITADOS 1_KG","-",107.00,107.00,107.00,107.00,"",1.00,1.00,1.00,"","PQ","BOTANAS, DULCES Y FRITURAS",1
"4721","ALMENDRA CONFITADA NUTRICONFITADOS 7_KG","-",706.00,706.00,706.00,706.00,"",1.00,1.00,1.00,"","CJ","BOTANAS, DULCES Y FRITURAS",1
"4719","ALMENDRA CONFITADA NUTRICONFITADOS GRANEL","-",120.00,120.00,120.00,120.00,"",1.00,1.00,1.00,"","KG","BOTANAS, DULCES Y FRITURAS",1
"5252","ALMENDRA FILETEADA SIN CUTICULA LA ALTEÑA 1_KG","-",252.00,252.00,252.00,252.00,"",1.00,1.00,1.00,"","PQ","SEMILLAS ENTERAS Y PROCESADAS",1
"5251","ALMENDRA FILETEADA SIN CUTICULA LA ALTEÑA GRANEL","-",266.00,266.00,266.00,266.00,"",1.00,1.00,1.00,"","KG","SEMILLAS ENTERAS Y PROCESADAS",1
"4667","ALMENDRA NATURAL 22.68_KG","-",4434.00,4434.00,4434.00,4434.00,"",1.00,1.00,1.00,"","CJ","SEMILLAS ENTERAS Y PROCESADAS",1
"0833","ALMENDRA NATURAL GRANEL","-",225.00,215.00,215.00,215.00,"",5.00,5.00,5.00,"","KG","SEMILLAS ENTERAS Y PROCESADAS",1
"4509","ALPISTE 25_KG","-",531.00,531.00,531.00,531.00,"",1.00,1.00,1.00,"","BT","SEMILLAS ENTERAS Y PROCESADAS",1
"4999","ALPISTE COMPUESTO 25_KG","-",630.00,630.00,630.00,630.00,"",1.00,1.00,1.00,"","BT","SEMILLAS ENTERAS Y PROCESADAS",1
"4998","ALPISTE COMPUESTO GRANEL","-",29.00,27.00,27.00,27.00,"",5.00,5.00,5.00,"","KG","SEMILLAS ENTERAS Y PROCESADAS",1
"0838","ALPISTE GRANEL","-",24.00,22.00,22.00,22.00,"",5.00,5.00,5.00,"","KG","SEMILLAS ENTERAS Y PROCESADAS",1
"4811","ALUBIA 25_KG","-",1033.00,1033.00,1033.00,1033.00,"",1.00,1.00,1.00,"","BT","SEMILLAS ENTERAS Y PROCESADAS",1
"2524","ALUBIA GRANEL","-",45.00,43.00,43.00,43.00,"",5.00,5.00,5.00,"","KG","SEMILLAS ENTERAS Y PROCESADAS",1
"5017","ALVERJON AMARILLO 25_KG","-",600.00,600.00,600.00,600.00,"",1.00,1.00,1.00,"","BT","SEMILLAS ENTERAS Y PROCESADAS",1
"0830","ALVERJON AMARILLO GRANEL","-",27.00,24.50,24.50,24.50,"",5.00,5.00,5.00,"","KG","SEMILLAS ENTERAS Y PROCESADAS",1
"1155","AMARANTO","-",85.00,80.00,80.00,80.00,"",5.00,5.00,5.00,"","KG","SEMILLAS ENTERAS Y PROCESADAS",1
"4311","ANIS ENTERO 1_KG","-",120.00,120.00,120.00,120.00,"",1.00,1.00,1.00,"","PQ","ESPECIAS ENTERAS Y MOLIDAS",1
"5537","ANIS ENTERO ESPECIERO 50_GR","-",22.00,20.00,20.00,20.00,"",6.00,6.00,6.00,"","PZ","ESPECIAS ENTERAS Y MOLIDAS",1
"0847","ANIS ENTERO GRANEL","-",160.00,120.00,120.00,120.00,"",2.00,2.00,2.00,"","KG","ESPECIAS ENTERAS Y MOLIDAS",1
"5631","ANIS ESTRELLA 1_KG","-",320.00,320.00,320.00,320.00,"",1.00,1.00,1.00,"","PQ","ESPECIAS ENTERAS Y MOLIDAS",1
"1513","ANIS ESTRELLA GRANEL","-",346.00,333.00,333.00,333.00,"",5.00,5.00,5.00,"","KG","ESPECIAS ENTERAS Y MOLIDAS",1
"4792","ARANDANO ENCHILADO CIMARRON 100_GR","-",18.00,18.00,18.00,18.00,"",1.00,1.00,1.00,"","PQ","FRUTOS SECOS",1
"4983","ARANDANO NATURAL 11.34_KG","-",1157.00,1157.00,1157.00,1157.00,"",1.00,1.00,1.00,"","CJ","FRUTOS SECOS",1
"4955","ARANDANO NATURAL GRANEL","-",120.00,110.00,110.00,110.00,"",5.00,5.00,5.00,"","KG","FRUTOS SECOS",1
"3851","ARO DURAZNO LUCKY GUMMYS 1_KG","-",115.00,115.00,115.00,115.00,"",1.00,1.00,1.00,"","PQ","BOTANAS, DULCES Y FRITURAS",1
"3229","ARO DURAZNO LUCKY GUMMYS GRANEL","-",135.00,135.00,135.00,135.00,"",1.00,1.00,1.00,"","KG","BOTANAS, DULCES Y FRITURAS",1
"5319","ARROZ PREMIUM SAN DIEGO SUPER EXTRA 900_GR","-",22.00,21.00,21.00,21.00,"",10.00,10.00,10.00,"","PQ","SEMILLAS ENTERAS Y PROCESADAS",1
"5289","ARROZ SAN DIEGO MEDIO GRANO 25_KG","-",360.00,360.00,360.00,360.00,"",1.00,1.00,1.00,"","BT","SEMILLAS ENTERAS Y PROCESADAS",1
"5288","ARROZ SAN DIEGO MEDIO GRANO GRANEL","-",16.00,16.00,16.00,16.00,"",1.00,1.00,1.00,"","KG","SEMILLAS ENTERAS Y PROCESADAS",1
"5098","ARROZ SAN DIEGO SUPER EXTRA 25_KG","-",400.00,400.00,400.00,400.00,"",1.00,1.00,1.00,"","BT","SEMILLAS ENTERAS Y PROCESADAS",1
"3308","ARROZ SAN DIEGO SUPER EXTRA GRANEL","-",18.00,18.00,18.00,18.00,"",1.00,1.00,1.00,"","KG","SEMILLAS ENTERAS Y PROCESADAS",1
"5480","ATE AMARILLO EN TIRAS COFRUX 6_KG","-",300.00,300.00,300.00,300.00,"",1.00,1.00,1.00,"","CJ","CONSERVAS Y ENLATADOS",1
"5481","ATE AMARILLO EN TIRAS COFRUX GRANEL","-",63.00,63.00,63.00,63.00,"",1.00,1.00,1.00,"","KG","CONSERVAS Y ENLATADOS",1
"4747","ATE ROJO EN TIRAS COFRUX 6_KG","-",300.00,300.00,300.00,300.00,"",1.00,1.00,1.00,"","CJ","CONSERVAS Y ENLATADOS",1
"4748","ATE ROJO EN TIRAS COFRUX GRANEL","-",63.00,60.00,60.00,60.00,"",5.00,5.00,5.00,"","KG","CONSERVAS Y ENLATADOS",1
"4749","ATE VERDE EN TIRAS COFRUX 6_KG","-",300.00,300.00,300.00,300.00,"",1.00,1.00,1.00,"","CJ","CONSERVAS Y ENLATADOS",1
"4750","ATE VERDE EN TIRAS COFRUX GRANEL","-",63.00,60.00,60.00,60.00,"",5.00,5.00,5.00,"","KG","CONSERVAS Y ENLATADOS",1
"1531","ATOMIZADOR GRANDE","-",32.50,30.00,30.00,30.00,"",12.00,12.00,12.00,"","PZ","JARCIERIA",1
"1530","ATOMIZADOR MEDIANO","-",22.00,19.50,19.50,19.50,"",12.00,12.00,12.00,"","PZ","JARCIERIA",1
"1520","ATUN EN ACEITE NAIR 120_GR","-",16.00,14.50,14.50,14.50,"",48.00,48.00,48.00,"","PZ","CONSERVAS Y ENLATADOS",1
"1957","ATUN EN AGUA NAIR 120_GR","-",16.00,14.50,14.50,14.50,"",48.00,48.00,48.00,"","PZ","CONSERVAS Y ENLATADOS",1
"5329","ATUN SOLIDO PREMIUM MARINA AZUL C/ ACEITE DE OLIVA 110_GR","-",31.00,29.50,29.50,29.50,"",24.00,24.00,24.00,"","PZ","CONSERVAS Y ENLATADOS",1
"4506","AVENA NATURAL 20_KG","-",380.00,363.00,363.00,363.00,"",10.00,10.00,10.00,"","BT","SEMILLAS ENTERAS Y PROCESADAS",1
"0853","AVENA NATURAL GRANEL","-",21.00,21.00,21.00,21.00,"",1.00,1.00,1.00,"","KG","SEMILLAS ENTERAS Y PROCESADAS",1
"4880","AVENA PARA AVES 25_KG","-",620.00,620.00,620.00,620.00,"",1.00,1.00,1.00,"","BT","SEMILLAS ENTERAS Y PROCESADAS",1
"1108","AVENA PARA AVES GRANEL","-",28.00,26.00,26.00,26.00,"",5.00,5.00,5.00,"","KG","SEMILLAS ENTERAS Y PROCESADAS",1
"4603","AZUCAR ESTANDAR 25_KG","-",487.00,487.00,487.00,487.00,"",1.00,1.00,1.00,"","BT","AZUCARES Y SALES",1
"0029","AZUCAR ESTANDAR GRANEL","-",22.00,19.50,19.50,19.50,"",2.00,2.00,2.00,"","KG","AZUCARES Y SALES",1
"4460","AZUCAR GLASS DE PRIMERA 5_KG","-",204.00,204.00,204.00,204.00,"",1.00,1.00,1.00,"","PQ","AZUCARES Y SALES",1
"3933","AZUCAR GLASS DE PRIMERA GRANEL","-",46.00,46.00,46.00,46.00,"",1.00,1.00,1.00,"","KG","AZUCARES Y SALES",1
"1532","AZUCAR GLASS IDEAL 500_GR","-",29.00,26.50,26.50,26.50,"",12.00,12.00,12.00,"","PQ","AZUCARES Y SALES",1
"1662","AZUCAR MASCABADO ZULKA 500_GR","-",28.00,26.50,26.50,26.50,"",20.00,20.00,20.00,"","PQ","AZUCARES Y SALES",1
"3376","BARQUILLO COLORES NO_35 ANGEL 100_PZ","-",50.00,47.00,47.00,47.00,"",20.00,20.00,20.00,"","PQ","BARQUILLOS",1
"0031","BARQUILLO CUATE NATURAL ANGEL 96_PZ","-",21.00,20.50,20.50,20.50,"",10.00,10.00,10.00,"","PQ","BARQUILLOS",1
"0032","BARQUILLO MIKICONO 100_PZ","-",71.00,67.00,67.00,67.00,"",16.00,16.00,16.00,"","PQ","BARQUILLOS",1
"3710","BARQUILLO TOSTADO CHICO LISO ANGEL 50_PZ","-",83.00,79.00,79.00,79.00,"",20.00,20.00,20.00,"","PQ","BARQUILLOS",1
"3711","BARQUILLO TOSTADO GRANDE LISO ANGEL 20_PZ","-",65.00,62.00,62.00,62.00,"",20.00,20.00,20.00,"","PQ","BARQUILLOS",1
"3712","BARQUILLO TOSTADO MEDIANO LISO ANGEL 50_PZ","-",89.00,85.00,85.00,85.00,"",10.00,10.00,10.00,"","PQ","BARQUILLOS",1
"1616","BARROTE C/ROSCA","-",19.00,18.00,18.00,18.00,"",12.00,12.00,12.00,"","PZ","JARCIERIA",1
"5048","BASE BOTANERA 5 DIV C/DOMO CP31-25-5D","-",24.00,22.00,21.00,21.00,"",5.00,50.00,50.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"5237","BASE DE CARTON CORAZON DORADA 26_CM","-",14.00,12.00,11.00,11.00,"",12.00,50.00,50.00,"","PZ","CAJAS, PLATOS Y ARTICULOS DE CARTON",1
"5238","BASE DE CARTON RECTANGULAR ONDULADA DORADA 20X30_CM","-",12.00,10.50,9.50,9.50,"",12.00,50.00,50.00,"","PZ","CAJAS, PLATOS Y ARTICULOS DE CARTON",1
"5240","BASE DE CARTON RECTANGULAR ONDULADA DORADA 24X34_CM","-",13.00,11.50,11.00,11.00,"",12.00,50.00,50.00,"","PZ","CAJAS, PLATOS Y ARTICULOS DE CARTON",1
"5239","BASE DE CARTON RECTANGULAR ONDULADA DORADA 30X40_CM","-",20.00,17.50,16.00,16.00,"",12.00,50.00,50.00,"","PZ","CAJAS, PLATOS Y ARTICULOS DE CARTON",1
"5241","BASE DE CARTON RECTANGULAR ONDULADA DORADA 33X45_CM","-",23.00,20.00,18.50,18.50,"",12.00,50.00,50.00,"","PZ","CAJAS, PLATOS Y ARTICULOS DE CARTON",1
"5242","BASE DE CARTON REDONDA DOBLE LISTON DORADA 20_CM","-",15.00,13.50,12.50,12.50,"",12.00,50.00,50.00,"","PZ","CAJAS, PLATOS Y ARTICULOS DE CARTON",1
"5243","BASE DE CARTON REDONDA DOBLE LISTON DORADA 25_CM","-",20.00,18.00,16.50,16.50,"",12.00,50.00,50.00,"","PZ","CAJAS, PLATOS Y ARTICULOS DE CARTON",1
"5244","BASE DE CARTON REDONDA DOBLE LISTON DORADA 30_CM","-",24.00,21.50,19.50,19.50,"",12.00,50.00,50.00,"","PZ","CAJAS, PLATOS Y ARTICULOS DE CARTON",1
"5245","BASE DE CARTON REDONDA DOBLE LISTON DORADA 36_CM","-",29.00,26.00,24.00,24.00,"",12.00,50.00,50.00,"","PZ","CAJAS, PLATOS Y ARTICULOS DE CARTON",1
"3657","BASE DE CARTON REDONDA ONDULADA DORADA 20_CM","-",10.00,8.50,8.00,8.00,"",6.00,50.00,50.00,"","PZ","CAJAS, PLATOS Y ARTICULOS DE CARTON",1
"3658","BASE DE CARTON REDONDA ONDULADA DORADA 25_CM","-",13.00,11.00,10.50,10.50,"",12.00,50.00,50.00,"","PZ","CAJAS, PLATOS Y ARTICULOS DE CARTON",1
"3661","BASE DE CARTON REDONDA ONDULADA DORADA 30_CM","-",14.00,12.00,11.50,11.50,"",12.00,50.00,50.00,"","PZ","CAJAS, PLATOS Y ARTICULOS DE CARTON",1
"3662","BASE DE CARTON REDONDA ONDULADA DORADA 36_CM","-",17.00,15.00,14.00,14.00,"",12.00,50.00,50.00,"","PZ","CAJAS, PLATOS Y ARTICULOS DE CARTON",1
"3655","BASE DE CARTON REDONDA ONDULADA PLATA 20_CM","-",10.00,8.50,8.00,8.00,"",6.00,50.00,50.00,"","PZ","CAJAS, PLATOS Y ARTICULOS DE CARTON",1
"3663","BASE DE CARTON REDONDA ONDULADA PLATA 36_CM","-",17.00,15.00,14.00,14.00,"",12.00,50.00,50.00,"","PZ","CAJAS, PLATOS Y ARTICULOS DE CARTON",1
"3484","BASE DE CARTON TARTAS AZUL 32_CM VMFIESTA","-",20.00,19.00,19.00,19.00,"",12.00,12.00,12.00,"","PZ","CAJAS, PLATOS Y ARTICULOS DE CARTON",1
"3486","BASE DE CARTON TARTAS BLANCA 32_CM VMFIESTA","-",20.00,19.00,19.00,19.00,"",12.00,12.00,12.00,"","PZ","CAJAS, PLATOS Y ARTICULOS DE CARTON",1
"3487","BASE DE CARTON TARTAS NEGRO 32_CM VMFIESTA","-",20.00,19.00,19.00,19.00,"",12.00,12.00,12.00,"","PZ","CAJAS, PLATOS Y ARTICULOS DE CARTON",1
